Timestamp,Current Water Level (%),People Using Water,Temperature (°C),Season,Time of Day,Water Usage Last Hour (liters),Required Water (%)
2024-01-03 11:00:00,77.19752873105504,7,12.854443602667788,Winter,Morning,15.83996874004876,36.802471268944956
2024-01-03 12:00:00,53.425278612963,5,16.788605971931602,Winter,Afternoon,6.4794649537282645,56.574721387037
2024-01-03 13:00:00,49.3147916938979,5,4.431060577984218,Winter,Afternoon,12.064117935127008,60.6852083061021
2024-01-03 14:00:00,33.874945907521735,5,4.802431420826129,Winter,Afternoon,9.15354830094483,76.12505409247827
2024-01-03 15:00:00,39.257342261468324,8,3.2244521336215017,Winter,Afternoon,10.922803300575751,76.74265773853168
2024-01-03 16:00:00,30.413410572000533,7,13.659354628973777,Winter,Afternoon,19.912706027848657,83.58658942799947
2024-01-03 17:00:00,70.18301599850435,2,10.179462487608578,Winter,Afternoon,3.5387277809158117,33.816984001495655
2024-01-03 18:00:00,60.058274573543684,10,11.857723995747095,Winter,Evening,28.631654764900254,59.941725426456316
2024-01-03 19:00:00,43.71188844813964,5,17.286615579390435,Winter,Evening,7.336005375694244,66.28811155186037
2024-01-03 20:00:00,60.5880163399154,3,12.374156085577678,Winter,Evening,5.838653945404951,45.4119836600846
2024-01-03 21:00:00,21.211951767253158,1,2.0442341595724542,Winter,Evening,2.4704475981958325,80.78804823274685
2024-01-03 22:00:00,68.40389712392634,3,13.274567461187141,Winter,Night,5.405435916978998,37.59610287607366
2024-01-03 23:00:00,59.867586455618614,3,8.729667587242,Winter,Night,4.2586282118148056,46.132413544381386
2024-01-04 00:00:00,34.38777350392813,4,10.94756838448253,Winter,Night,7.075597563933458,73.61222649607187
2024-01-04 01:00:00,36.32945597023489,4,8.810560137319506,Winter,Night,5.529713870301643,71.67054402976511
2024-01-04 02:00:00,58.452460591458575,1,0.7853433701817298,Winter,Night,2.3066733407123357,43.547539408541425
2024-01-04 03:00:00,20.97220613804147,0,3.2911000883990713,Winter,Night,0.0,79.02779386195853
2024-01-04 04:00:00,47.106729720044605,3,9.92002748019338,Winter,Night,7.40840178950873,58.893270279955395
2024-01-04 05:00:00,48.00967444346839,4,16.931064028219687,Winter,Night,9.076416410537739,59.99032555653161
2024-01-04 06:00:00,25.720729092135738,3,25.68515368537078,Winter,Morning,8.760018501178937,80.27927090786426
2024-01-04 07:00:00,33.256134613395844,7,8.789293613511509,Winter,Morning,11.408165261033256,80.74386538660416
2024-01-04 08:00:00,64.99139761525916,4,14.76073646547962,Winter,Morning,9.418087861183809,43.00860238474084
2024-01-04 09:00:00,30.8817862327652,8,16.719515879803993,Winter,Morning,18.7049752979377,85.1182137672348
2024-01-04 10:00:00,35.46000846793011,5,18.91791672365234,Winter,Morning,10.823016885889468,74.53999153206989
2024-01-04 11:00:00,24.094688876396926,9,0.09772368659547759,Winter,Morning,18.630032097220106,93.90531112360307
2024-01-04 12:00:00,60.80850073898675,1,14.99159090311085,Winter,Afternoon,2.2321266070468297,41.19149926101325
2024-01-04 13:00:00,39.89046045478716,6,7.702865274209234,Winter,Afternoon,11.504168977657216,72.10953954521284
2024-01-04 14:00:00,44.98474201861131,1,8.832394619703749,Winter,Afternoon,2.0056772659482682,57.01525798138869
2024-01-04 15:00:00,41.626371951250086,4,8.128836293136018,Winter,Afternoon,9.771626059628154,66.37362804874991
2024-01-04 16:00:00,59.10878966721069,2,16.96963241821217,Winter,Afternoon,3.330228287414956,44.89121033278931
2024-01-04 17:00:00,56.17785003820399,8,4.488280661054592,Winter,Afternoon,13.126535981960254,59.82214996179601
2024-01-04 18:00:00,68.59895979937806,7,14.282441217972643,Winter,Evening,11.237236450267487,45.401040200621935
2024-01-04 19:00:00,71.90417908360224,3,9.591699233113946,Winter,Evening,8.248786217256164,34.095820916397756
2024-01-04 20:00:00,43.982231325974766,1,17.910425154774323,Winter,Evening,2.519197109093869,58.017768674025234
2024-01-04 21:00:00,49.03544296307977,7,14.985929143334104,Winter,Evening,11.684442238063163,64.96455703692024
2024-01-04 22:00:00,45.228432635527874,0,4.512812999839268,Winter,Night,0.0,54.771567364472126
2024-01-04 23:00:00,38.99593507673781,1,12.387592932457807,Winter,Night,1.9036223503271446,63.00406492326219
2024-01-05 00:00:00,25.274489654135873,1,18.41876302957604,Winter,Night,1.5822132354054705,76.72551034586412
2024-01-05 01:00:00,55.31255320488523,1,15.66297584223219,Winter,Night,1.6671582102078681,46.68744679511477
2024-01-05 02:00:00,68.79599444968237,0,13.393876053429272,Winter,Night,0.0,31.204005550317632
2024-01-05 03:00:00,57.045485187218816,1,14.419383822521471,Winter,Night,2.244045068280753,44.954514812781184
2024-01-05 04:00:00,47.73369605735143,2,7.577585740159952,Winter,Night,5.193101812183136,56.26630394264857
2024-01-05 05:00:00,54.33194209157382,0,9.654686529930567,Winter,Night,0.0,45.66805790842618
2024-01-05 06:00:00,67.90467735382622,1,2.7558897910947087,Winter,Morning,1.2790955857519206,34.095322646173784
2024-01-05 07:00:00,33.01928719372499,1,9.38469822850868,Winter,Morning,1.699814954757056,68.98071280627501
2024-01-05 08:00:00,50.80862775191727,9,0.0,Winter,Morning,12.497785475401118,67.19137224808273
2024-01-05 09:00:00,83.27181653913163,10,15.066726455365139,Winter,Morning,26.18852172605465,36.728183460868365
2024-01-05 10:00:00,47.68644546242975,9,15.937401726802207,Winter,Morning,16.295097512273543,70.31355453757024
2024-01-05 11:00:00,68.50479431412703,6,3.5241063869892653,Winter,Morning,11.393968722536584,43.495205685872975
2024-01-05 12:00:00,34.80523302175958,8,9.763746439458533,Winter,Afternoon,16.662087652078988,81.19476697824042
2024-01-05 13:00:00,35.42337813211768,10,7.719173331643097,Winter,Afternoon,11.266759873291324,84.57662186788232
2024-01-05 14:00:00,49.656749980624745,1,8.656576898088495,Winter,Afternoon,1.8048491697740987,52.343250019375255
2024-01-05 15:00:00,24.286550999059717,9,8.377433521775377,Winter,Afternoon,21.278671864999367,93.71344900094029
2024-01-05 16:00:00,42.028162044217396,3,4.882581725933115,Winter,Afternoon,7.276356922281598,63.971837955782604
2024-01-05 17:00:00,58.05928244689994,8,12.474280773517549,Winter,Afternoon,18.04796312702718,57.94071755310006
2024-01-05 18:00:00,51.21748620875183,3,3.493599937917624,Winter,Evening,7.533931773316083,54.78251379124817
2024-01-05 19:00:00,36.47694764139501,3,8.841122514416508,Winter,Evening,7.325962206290152,69.52305235860499
2024-01-05 20:00:00,23.04039336034459,4,15.199261526101353,Winter,Evening,8.647520634502206,84.9596066396554
2024-01-05 21:00:00,33.16046530383244,10,11.824880733227817,Winter,Evening,18.94876641533051,86.83953469616756
2024-01-05 22:00:00,44.43471196481516,2,16.548608046779382,Winter,Night,4.047852868693348,59.56528803518484
2024-01-05 23:00:00,35.15920153449071,0,12.585688869223475,Winter,Night,0.0,64.8407984655093
2024-01-06 00:00:00,22.952478641118073,1,3.5497580496820174,Winter,Night,1.6021881183657318,79.04752135888192
2024-01-06 01:00:00,51.10222711319381,3,8.019783589585613,Winter,Night,8.68918654300681,54.89777288680619
2024-01-06 02:00:00,38.165566220649204,2,9.71825781084693,Winter,Night,4.6027168438292945,65.8344337793508
2024-01-06 03:00:00,37.982943923942805,2,7.661369427255774,Winter,Night,3.400807092763416,66.0170560760572
2024-01-06 04:00:00,71.72517454966199,2,4.543760117990119,Winter,Night,6.73856289666621,32.274825450338014
2024-01-06 05:00:00,45.95243855199266,1,6.3902919563798175,Winter,Night,2.5130557984904653,56.04756144800734
2024-01-06 06:00:00,27.526599103926795,6,7.12478280219818,Winter,Morning,11.431351996110221,84.4734008960732
2024-01-06 07:00:00,55.10072789007094,3,13.73764554823435,Winter,Morning,7.908230859730969,50.89927210992906
2024-01-06 08:00:00,59.55572860301288,7,0.21415410985927608,Winter,Morning,10.779119358282912,54.44427139698712
2024-01-06 09:00:00,36.05088701072522,1,18.15312859793423,Winter,Morning,2.825736924438447,65.94911298927478
2024-01-06 10:00:00,34.4798135810579,1,14.87136017713152,Winter,Morning,1.7043534468837755,67.5201864189421
2024-01-06 11:00:00,70.4906941477915,4,15.227324851548591,Winter,Morning,9.568305575690376,37.5093058522085
2024-01-06 12:00:00,45.863792462053006,7,11.542798996087813,Winter,Afternoon,15.187693491927241,68.136207537947
2024-01-06 13:00:00,44.42492994015203,5,6.791322933964287,Winter,Afternoon,12.120980353668712,65.57507005984797
2024-01-06 14:00:00,38.59898059639061,9,14.877936745526583,Winter,Afternoon,17.633802070242453,79.40101940360938
2024-01-06 15:00:00,40.858412090650816,9,11.323657663913917,Winter,Afternoon,11.41076496217069,77.14158790934918
2024-01-06 16:00:00,77.37531219917892,3,14.491718250468878,Winter,Afternoon,5.311241075074866,28.62468780082108
2024-01-06 17:00:00,57.75228071320123,10,9.882793205977105,Winter,Afternoon,18.328055924640196,62.24771928679877
2024-01-06 18:00:00,51.66799273953363,3,14.255386257858166,Winter,Evening,8.509660585055396,54.33200726046637
2024-01-06 19:00:00,56.74729581512036,9,9.185170720617608,Winter,Evening,22.85374003849121,61.25270418487964
2024-01-06 20:00:00,80.64765621854198,10,3.51345231525558,Winter,Evening,21.974938510027325,39.35234378145802
2024-01-06 21:00:00,14.639005893083173,4,11.45397079345969,Winter,Evening,8.278366801441283,93.36099410691682
2024-01-06 22:00:00,60.18799518542405,1,5.6950962971862396,Winter,Night,1.783816134415546,41.81200481457595
2024-01-06 23:00:00,38.21670610831058,4,5.163180446572132,Winter,Night,5.918818032526233,69.78329389168942
2024-01-07 00:00:00,62.563508037748285,1,16.540496650165675,Winter,Night,2.1977881184781833,39.436491962251715
2024-01-07 01:00:00,20.984962779174282,0,9.876696176003204,Winter,Night,0.0,79.01503722082572
2024-01-07 02:00:00,51.887761274685374,2,9.22449931703633,Winter,Night,5.363306193431093,52.112238725314626
2024-01-07 03:00:00,42.33733842569051,3,10.90194428769928,Winter,Night,7.512901549841867,63.66266157430949
2024-01-07 04:00:00,73.01542331165706,3,9.155100078565797,Winter,Night,6.354709747494438,32.98457668834294
2024-01-07 05:00:00,47.59635815238191,4,12.503839956030358,Winter,Night,5.3822612960992195,60.40364184761809
2024-01-07 06:00:00,62.18080205698335,6,13.872518060250947,Winter,Morning,11.80106587607047,49.81919794301665
2024-01-07 07:00:00,55.8181414129651,5,0.32671204430458367,Winter,Morning,12.273897169552528,54.1818585870349
2024-01-07 08:00:00,42.67205107032344,3,10.670655328469682,Winter,Morning,5.59207187861046,63.32794892967656
2024-01-07 09:00:00,85.2753782368628,8,5.068838112445524,Winter,Morning,17.986869992973276,30.724621763137193
2024-01-07 10:00:00,56.29378376959133,3,20.131512158247094,Winter,Morning,3.8194636812795513,49.70621623040867
2024-01-07 11:00:00,42.67391497747959,8,10.903866950439612,Winter,Morning,22.07083279055989,73.3260850225204
2024-01-07 12:00:00,53.6376418716161,5,9.683887828466544,Winter,Afternoon,11.049902127389974,56.3623581283839
2024-01-07 13:00:00,44.259818299841434,4,15.889047036937953,Winter,Afternoon,3.3147513278297813,63.740181700158566
2024-01-07 14:00:00,28.916189082008522,8,17.046524627592174,Winter,Afternoon,14.404307607000106,87.08381091799149
2024-01-07 15:00:00,17.254356463374208,10,17.532175918801425,Winter,Afternoon,20.277636247958633,100.0
2024-01-07 16:00:00,47.50350283059986,4,9.93539016444675,Winter,Afternoon,3.439395006630386,60.49649716940014
2024-01-07 17:00:00,68.34726803565383,6,15.711456624404278,Winter,Afternoon,12.295609526729317,43.652731964346174
2024-01-07 18:00:00,29.451656623184505,5,9.658595321935262,Winter,Evening,8.747086424751766,80.5483433768155
2024-01-07 19:00:00,37.443902294701694,7,3.7853097576091574,Winter,Evening,7.854870009981066,76.5560977052983
2024-01-07 20:00:00,35.30784749958952,4,11.853883498306471,Winter,Evening,9.560016505626821,72.69215250041049
2024-01-07 21:00:00,73.90300304425634,9,18.107057285132544,Winter,Evening,11.482870533721078,44.09699695574366
2024-01-07 22:00:00,69.45461548084974,3,20.977675698842866,Winter,Night,7.093398172319414,36.54538451915026
2024-01-07 23:00:00,41.466257601564735,0,6.920025557584932,Winter,Night,0.0,58.533742398435265
2024-01-08 00:00:00,47.34948898406373,2,14.36467398592941,Winter,Night,6.298428302867285,56.65051101593627
2024-01-08 01:00:00,76.96324216780536,0,14.220219124703522,Winter,Night,0.0,23.03675783219464
2024-01-08 02:00:00,36.413393753576784,2,8.421869015397547,Winter,Night,4.376113151831229,67.58660624642322
2024-01-08 03:00:00,53.96498693246759,2,8.288131877889416,Winter,Night,2.356764881198317,50.03501306753241
2024-01-08 04:00:00,40.04129285244714,4,19.119375556598143,Winter,Night,7.3600827399136985,67.95870714755286
2024-01-08 05:00:00,75.18475826071904,2,5.776079106569828,Winter,Night,2.469355851170757,28.815241739280964
2024-01-08 06:00:00,59.55640090330687,2,12.847951015064602,Winter,Morning,2.1898002016397156,44.44359909669313
2024-01-08 07:00:00,43.06681802177794,5,14.906256740050793,Winter,Morning,12.676331946415969,66.93318197822205
2024-01-08 08:00:00,47.30982474578379,2,7.79218572893569,Winter,Morning,3.6846953988637554,56.69017525421621
2024-01-08 09:00:00,29.910477100841316,2,1.2766238586068361,Winter,Morning,3.688285368521214,74.08952289915868
2024-01-08 10:00:00,50.293654878636374,3,4.978866995590307,Winter,Morning,6.523440778406542,55.706345121363626
2024-01-08 11:00:00,64.75037782195619,10,10.129866103479099,Winter,Morning,21.454780171529638,55.24962217804381
2024-01-08 12:00:00,21.827762520278654,7,9.309437332265974,Winter,Afternoon,8.631601339939646,92.17223747972135
2024-01-08 13:00:00,60.23598712043425,2,16.647321871026886,Winter,Afternoon,3.4692192218985634,43.76401287956575
2024-01-08 14:00:00,50.98099670412543,10,8.025387660606905,Winter,Afternoon,7.837601525761224,69.01900329587457
2024-01-08 15:00:00,43.945745912388674,5,12.270395127161427,Winter,Afternoon,13.257848561450254,66.05425408761133
2024-01-08 16:00:00,56.459351221732284,4,12.052855527997323,Winter,Afternoon,7.034599735213922,51.540648778267716
2024-01-08 17:00:00,44.098293438970025,10,2.631899366292777,Winter,Afternoon,17.91156187676561,75.90170656102998
2024-01-08 18:00:00,79.96108476776813,8,6.599864860768104,Winter,Evening,18.280197788575997,36.03891523223187
2024-01-08 19:00:00,58.64104926965747,6,8.569077280129385,Winter,Evening,11.765336222654405,53.35895073034253
2024-01-08 20:00:00,54.776090335596734,6,9.816554188179252,Winter,Evening,11.2600685135199,57.223909664403266
2024-01-08 21:00:00,28.55058110962594,2,4.005552581743802,Winter,Evening,2.5892313617894365,75.44941889037406
2024-01-08 22:00:00,52.48484372831349,1,11.34178877713545,Winter,Night,2.5053370485415494,49.51515627168651
2024-01-08 23:00:00,37.33805938630968,1,15.262953133020517,Winter,Night,2.0918574552686926,64.66194061369032
2024-01-09 00:00:00,51.684238581668765,0,11.291618279165185,Winter,Night,0.0,48.315761418331235
2024-01-09 01:00:00,55.213633282366004,1,15.263570699772206,Winter,Night,1.651714236775353,46.786366717633996
2024-01-09 02:00:00,60.985487642613904,0,10.7531160064875,Winter,Night,0.0,39.014512357386096
2024-01-09 03:00:00,47.68565174053086,4,3.487551193477323,Winter,Night,7.65350705103671,60.31434825946914
2024-01-09 04:00:00,31.650200716748373,2,9.530935305407132,Winter,Night,1.886633486005108,72.34979928325163
2024-01-09 05:00:00,66.61394095350218,2,15.792553855287641,Winter,Night,3.7327690287948823,37.38605904649782
2024-01-09 06:00:00,36.58499619266538,8,14.022265288956362,Winter,Morning,14.837071286602896,79.41500380733461
2024-01-09 07:00:00,59.83771353556739,8,11.564433427186762,Winter,Morning,15.210015286093258,56.16228646443261
2024-01-09 08:00:00,65.64359372840268,3,7.032071770331481,Winter,Morning,4.824133974062768,40.35640627159732
2024-01-09 09:00:00,65.50070663097665,8,4.780982233092079,Winter,Morning,16.876856800037565,50.49929336902335
2024-01-09 10:00:00,27.26558310909885,1,8.780068145999312,Winter,Morning,2.3156749409388926,74.73441689090114
2024-01-09 11:00:00,68.63879822588764,1,10.522695260901665,Winter,Morning,2.5465349006862392,33.36120177411236
2024-01-09 12:00:00,44.36218198447492,6,15.303171796212462,Winter,Afternoon,16.50957979590083,67.63781801552508
2024-01-09 13:00:00,58.675982525333254,10,12.038329923091506,Winter,Afternoon,19.109594353508427,61.324017474666746
2024-01-09 14:00:00,66.81424468915837,2,16.947132631406454,Winter,Afternoon,5.235226572434106,37.18575531084163
2024-01-09 15:00:00,42.744048173436354,8,15.730984404314217,Winter,Afternoon,13.039641131612719,73.25595182656365
2024-01-09 16:00:00,92.92299194167666,5,4.3834329978384705,Winter,Afternoon,13.397674597216408,17.077008058323344
2024-01-09 17:00:00,53.90272041600365,2,10.433788410143263,Winter,Afternoon,2.3655453513558724,50.09727958399635
2024-01-09 18:00:00,24.41681306051499,9,2.769416502347207,Winter,Evening,11.662179983959328,93.58318693948502
2024-01-09 19:00:00,71.00291604952542,3,5.067937954695282,Winter,Evening,6.191584959526871,34.997083950474575
2024-01-09 20:00:00,63.65278122040263,5,15.916159973572597,Winter,Evening,12.815224428811085,46.34721877959737
2024-01-09 21:00:00,20.353925594174818,7,7.675418062125871,Winter,Evening,7.562983806446651,93.64607440582517
2024-01-09 22:00:00,28.290783298074,3,18.186474264764247,Winter,Night,3.177480627390376,77.709216701926
2024-01-09 23:00:00,56.85326407944465,1,6.462125238112311,Winter,Night,2.571737786004821,45.14673592055535
2024-01-10 00:00:00,44.06127142439635,4,5.2350244139321225,Winter,Night,9.78553005814316,63.93872857560365
2024-01-10 01:00:00,46.33655540701254,0,7.587768034303017,Winter,Night,0.0,53.66344459298746
2024-01-10 02:00:00,72.64626700169016,3,1.6894567969101288,Winter,Night,6.381759196910687,33.35373299830984
2024-01-10 03:00:00,59.62977187685431,2,4.400424629841267,Winter,Night,5.278560183588695,44.37022812314569
2024-01-10 04:00:00,39.302360923962496,4,13.203718600121185,Winter,Night,8.303764180999755,68.6976390760375
2024-01-10 05:00:00,36.00074765024233,0,5.057388506528023,Winter,Night,0.0,63.99925234975767
2024-01-10 06:00:00,28.033692775379116,10,12.736623016684312,Winter,Morning,10.572785061788483,91.96630722462089
2024-01-10 07:00:00,57.40256941984607,8,13.391045726612631,Winter,Morning,20.3424116452128,58.59743058015393
2024-01-10 08:00:00,55.750790398607016,5,10.718455092804374,Winter,Morning,10.130167580900125,54.249209601392984
2024-01-10 09:00:00,64.62362581204945,5,14.117036061534572,Winter,Morning,7.742007301377944,45.376374187950546
2024-01-10 10:00:00,13.269522634952345,9,14.50267897661212,Winter,Morning,16.3941989371023,100.0
2024-01-10 11:00:00,51.042064610464806,4,6.4015847063226055,Winter,Morning,11.190250813259713,56.957935389535194
2024-01-10 12:00:00,77.35253718778225,4,15.509681686716025,Winter,Afternoon,7.659606550686907,30.647462812217753
2024-01-10 13:00:00,34.910213014240085,7,8.59041695895997,Winter,Afternoon,13.045572511456797,79.08978698575991
2024-01-10 14:00:00,47.59917059376048,3,24.54312396227126,Winter,Afternoon,4.593430876937637,58.40082940623952
2024-01-10 15:00:00,36.55099992150954,3,4.07299062094638,Winter,Afternoon,3.0597080011863436,69.44900007849046
2024-01-10 16:00:00,47.32986609842857,5,0.09285750092672274,Winter,Afternoon,15.33389206976818,62.67013390157143
2024-01-10 17:00:00,75.68041797142091,1,11.022884173139506,Winter,Afternoon,1.0360902293337695,26.31958202857909
2024-01-10 18:00:00,48.43229172624366,8,8.148383520287254,Winter,Evening,9.343081472889697,67.56770827375634
2024-01-10 19:00:00,47.476679137950704,5,16.125949949803164,Winter,Evening,9.266052910180365,62.523320862049296
2024-01-10 20:00:00,22.248062690361422,8,17.53566933539278,Winter,Evening,9.850062168741786,93.75193730963858
2024-01-10 21:00:00,58.522785708903434,7,3.043774134139232,Winter,Evening,10.935230913732926,55.477214291096566
2024-01-10 22:00:00,57.563564031997565,2,12.510884636117133,Winter,Night,4.435951791359613,46.436435968002435
2024-01-10 23:00:00,61.89335411151287,0,5.666690587090522,Winter,Night,0.0,38.10664588848713
2024-01-11 00:00:00,34.542160083653755,0,2.50826610166963,Winter,Night,0.0,65.45783991634624
2024-01-11 01:00:00,43.25176266885639,3,8.587123183218955,Winter,Night,5.91571743901733,62.74823733114361
2024-01-11 02:00:00,41.15486323253224,2,9.26716358095961,Winter,Night,4.278800750861267,62.84513676746776
2024-01-11 03:00:00,41.9263302213195,4,6.5557481993012106,Winter,Night,9.944826217216873,66.0736697786805
2024-01-11 04:00:00,67.10383252893325,3,0.14039124184859375,Winter,Night,5.133281509707327,38.89616747106675
2024-01-11 05:00:00,38.76799498772384,3,12.626727306299806,Winter,Night,6.549833177648004,67.23200501227616
2024-01-11 06:00:00,42.42087695339486,7,20.013035382835064,Winter,Morning,14.463498844177513,71.57912304660513
2024-01-11 07:00:00,67.76814556236086,9,7.695548043843466,Winter,Morning,15.034016959883528,50.23185443763914
2024-01-11 08:00:00,78.57103270804129,10,13.07621282648249,Winter,Morning,17.64127534534382,41.42896729195871
2024-01-11 09:00:00,49.84730280296902,4,5.334464919125838,Winter,Morning,8.278933158442442,58.15269719703098
2024-01-11 10:00:00,47.768840772006264,6,9.226082920711024,Winter,Morning,12.556657162214345,64.23115922799374
2024-01-11 11:00:00,26.7382615210753,8,15.058695798307253,Winter,Morning,14.570272897451504,89.2617384789247
